"ID","SOURCE","OLD_ID","NAME","COUNTRY","LONG","LAT","ALT","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","NYEARS"
"39038","ENEE","39038","AZACUALPA","HONDURAS",-86.11,14.436667,480,69.5689967505,36.7849842745,33.9997340615,36.6367634955,163.8689957055,199.687378855,306.38326002,232.62198745,220.29835045,240.65452211,112.4791985195,60.010103825,30
"39039","ENEE","39039","ELJUNQUInO","HONDURAS",-86.180278,14.236389,355,51.13,30.21,27.895,26.9372623185,116.83,163.665,217.21,186.01,163.58,156.130777705,85.71707253,55.761856482,30
"39040","SERNA","39040","EscuelaNacionalAgricola","HONDURAS",-85.825,14.833333,500,51.13,30.21,27.895,27.1929504615,116.83,163.665,217.21,186.01,163.58,156.786478965,83.38272379,54.625576102,30
"39042","ENEE","39042","RIOABAJO","HONDURAS",-86.811389,14.440278,750,33.155,23.295,17.655,41.46,130.74,139.085,132.785,129.520390225,185.43,174.68,74.2982081525,36.53,30
"39043","ENEE","39043","GUAYAPE","HONDURAS",-86.858056,14.7875,750,49.6670248605,31.985661243,32.642899643,35.83721026,123.791028184,108.5081433335,115.0564206845,147.965460303,194.3163710175,186.792419985,91.138442371,42.601822089,30
"45102","SERNA","45102","SanMarcosdeColon","HONDURAS",-86.801389,13.4375,960,9.92,4.79,24.46,37.04,202.115,213.8,123.735,169.71,227.88,239.772930295,48.39,9.58,30
"46211","SERNA","46211","SanJuanGuarita","HONDURAS",-88.826389,14.175556,960,6.4742497245,4.63254837985,28.0195013535,95.572361684,249.268508345,328.685417865,246.923575685,328.90188097,375.758249235,237.77289564,40.341532016,46.299171577,30
"46213","SERNA","46213","Cololaca","HONDURAS",-88.881944,14.305556,730,3.37494447435,0.735,28.3909179505,86.04,239.825,376.34,271.71,332.905606285,390.308222815,173.439517205,29.963680688,7.294649588,30
"46214","SERNA","46214","Valladolid","HONDURAS",-88.734722,14.151389,1240,8.17,1.41,24.63321868255,104.845,338.125,463.395,289.605,422.105,505.775,286.2,37.695,15.145,30
"46215","SERNA","46215","Erandique","HONDURAS",-88.466667,14.232222,1150,7.445,4.325,24.09774038715,85.892299714,233.205,335.98,228.195,284,364.015,236.9,36.79,19.905,30
"46231","ENEE","46231","LaVirtud","HONDURAS",-88.693333,14.058333,280,7.1836259109,8.566652086,17.443068965,83.239918889,253.6749265,336.76650939,283.39570373,322.269913395,385.316944625,220.78459012,34.355524931,4.8429215037,30
"52003","SERNA","52003","Alianza","HONDURAS",-87.723611,13.515278,25,0.73,1.91919527085,7.535,24.2015043205,238.410582,206.04385056,178.065170785,272.17608017,329.69116626,254.60092948,36.389506424,3.4105750335,30
"52004","SERNA","52004","Goascoran","HONDURAS",-87.754722,13.610556,50,0.6512853979,0.64496984415,8.1666467359,35.943527633,272.583535565,247.33644909,162.02491825,262.50632898,385.31166206,293.755,33.211343632,3.94354699805,30
"52005","SERNA","52005","Caridad","HONDURAS",-87.693056,13.828333,130,2.40608229005,3.63879474285,9.62093470465,34.0192607425,223.096025485,265.849526535,162.678739745,290.07269108,503.266524245,297.992341125,38.193288697,3.7670333195,30
"54005","ENEE","54005","Reitoca","HONDURAS",-87.470556,13.828333,310,0.555,0.115,10.385,114.44,408.97,419.245,166.51,290.07123594,580.915,388.19,33.68,5.59,30
"54008","SERNA","54008","SanLorenzoValle","HONDURAS",-87.440278,13.423611,8,0,0.375,0.66,33.23601841,398.21225205,351.48073399,175.4973793135,280.668111375,541.146231875,498.06421773,24.047684475,0,30
"54009","SERNA","54009","Lepaterique","HONDURAS",-87.45,14.05,1500,7.099137059,6.065777994,13.7528018755,64.5988335565,185.945703875,243.23424131,110.9842177585,168.253224431,240.734834215,207.577578185,33.6573212805,11.1271934985,30
"54012","DGRH","54012","LaLibertadFM","HONDURAS",-87.309722,13.484722,330,0.93109926545,1.41550784705,29.8513280395,41.975,303.365,271.99222498,136.240008295,235.71,374.050798415,298.07,18.5212352175,6.0327852414,30
"56005","SERNA","56005","ElZamorano","HONDURAS",-87.002222,14.0125,780,10.627808646,8.2601683315,8.70822680165,43.576234327,137.1214683565,171.032216635,135.3586398475,155.83288616,165.6848947505,140.528227664,43.6272751,11.8038171487,30
"56006","SERNA","56006","Potrerillos","HONDURAS",-87.186389,13.485278,750,9.705,5.685,13.8089240785,49.029479989,176.244600875,176.69594318,136.52,170.58,200,195.742385645,51.875,21.323163079,30
"56010","SERNA","56010","Guinope","HONDURAS",-86.9375,13.891667,1315,10.737208679,4.10797861575,9.335,37.105,128.925,146.46,66.52538395,125.01650397,183.205,162.718360025,27.595,9.465,30
"56012","DGRH","56012","LaFloridaOropoli","HONDURAS",-86.818056,13.819444,470,8.3078897568,6.46185389655,13.4711499675,32.94855222505,101.6720611855,137.498893674,88.878137989,113.9184614615,158.5916589,130.6208311945,23.8422865472,9.077843714,30
"56013","SERNA","56013","Maraita","HONDURAS",-87.038056,13.885,970,4.4745161745,1.975,6.28,55.485,163.66,212.18,93.52,163,264.475,202.76438644,23.51,6.355,30
"56014","SERNA","56014","SanAntoniodeFlores","HONDURAS",-86.885,13.720278,790,8.52,6.78,14.58,49.245,188.23,237.915,116.125,184.205,210.295,203.79,22.075,6.475,30
"56015","SERNA","56015","SanLucas","HONDURAS",-86.952222,13.741111,1250,8.72,4.465,9.33,62.83,228.78813861,264.941397715,136.391947926,204.315,321.255,258.095,35.095,8.295,30
"56016","SERNA","56016","Texiguat","HONDURAS",-87.020833,13.645833,340,2.045,1.57,7.795,59.555,204.63,226.065,95.365,154.859461585,251.09099556,185.545,20.38,1.72,30
"56019","SERNA","56019","Marcovia","HONDURAS",-87.312778,13.287222,10,1.485,1.73,35.015,54.135,517.655,508.24,286.61,489.98,677.705,545.136596755,95.78,8.46,30
"56021","SERNA","56021","NuevaArmenia","HONDURAS",-87.164444,13.753333,600,3.64,1.03,19.12,47.355,223.235,222.56909534025,92.54261611,201.775,351.32,282.195,14.955,3.99473360755,30
"56023","SERNA","56023","LaLujosa","HONDURAS",-87.2875,13.316667,25,3.0878653707,2.9004109898,19.18014317465,31.8404631995,242.627746405,239.702465385,152.988553385,220.0394795,359.854186025,265.813947785,54.5503355645,6.04060903235,30
"56050","SERNA","56050","Liure","HONDURAS",-87.086944,13.531667,230,0.675,1.49538633995,21.4,45.525,219.28,179.5,94.445,146.095,235.31,221.6,24.516192449,4.85,30
"56063","SERNA","56063","Namasigue","HONDURAS",-87.136111,13.205,40,1.7,1.83,41.325158596,61.9580832875,580.348074425,607.705076465,344.583688345,605.025,856.2605,727.61,170.19,20.915,30
"56085","SERNA","56085","Linaca","HONDURAS",-87.101389,13.994444,1420,11.3,8.21,8.37,41.67,164.46,187.86,131.74,153.265,198.3,148.105,38.905,14.695,30
"56086","DGRH","56086","AzacualpaFM","HONDURAS",-87.066667,14.033333,1450,13.85,7.175,8.535,38.525,147.485,187.19,149.288864892,161.06,232.35,177.5,35.995,17.26,30
"58103","SERNA","58103","ElCedrito","HONDURAS",-87.065556,13.101389,65,1.37294733445,2.0735786621,7.6475455594,43.9566728395,254.036423345,246.272898895,126.9817014795,265.994362985,373.647212565,303.72502951,63.253048558,8.4723176418,30
"785830","GHCN","785830","BelizePhillipGold","HONDURAS",-88.3,17.533,5,135.21990267,63.4321984435,36.089313204,55.605523763,115.886344629,183.394060025,174.3134829545,175.938861685,206.595892145,216.944895665,212.89003767,140.77517795,30
"786630","GHCN","786630","SanSalvadorIlopan","HONDURAS",-89.117,13.7,621,1.0259381438,0.29663085315,10.00284703845,25.853813843,119.911665668,205.9638387575,224.103120405,234.315289325,247.874840715,158.01506736,24.410531948,3.8646747517,30
"787050","COPECO","787050","LaCeibaAirport","HONDURAS",-86.867,15.733,26,223.15305816,139.75939306,115.041139864,78.5641158405,51.5656927825,98.4364336,107.64824548,104.5081931435,165.17002712,306.664952214,323.496905835,249.416161795,30
"78706","SMN","78706","Tela","HONDURAS",-87.526667,15.774444,3,198.11111628,113.5192378215,65.983098133,49.4048181075,58.770338422,68.6021377165,96.906120235,113.7472014665,134.385121187,221.8257134985,255.755714945,211.22008815,30
"787080","COPECO","787080","LaMesaSanPedro","HONDURAS",-87.933,15.45,31,49.7649429325,33.860966928,18.122704891,20.443985722,37.323691286,95.189413917,68.724519917,64.3235531795,84.282453214,104.41263847,103.2012015405,62.756130472,30
"78711","SMN","78711","PuertoLempira","HONDURAS",-83.799975,15.207407,10,82.883158198,44.2065278075,34.4548355455,42.844218393,126.070057361,206.9997251975,201.582609105,173.006851825,159.296810705,289.05629907,283.3621885025,129.218647739,30
"78714","SMN","78714","Catacamas","HONDURAS",-85.875556,14.839444,387,13.614863094,10.9617710823,7.1381525359,8.5771300636,49.2738903335,117.374581531,148.2147777875,94.431703746,97.120935527,85.13864382,41.929611197,19.9959637135,30
"78717","SMN","78717","SantaRosaDeCopan","HONDURAS",-88.583333,14.583333,1083,34.7655754005,17.235191249,9.506160509,32.65520874235,93.8537577585,223.54857427,148.916362151,162.705214275,212.75331881,131.7980701645,53.7770458735,37.9879574455,30
"78719","SMN","78719","LaEsperanza","HONDURAS",-88.172222,14.291111,1674,160.712394205,121.530997885,101.306873945,48.0336894875,125.430079132,139.577553485,199.68591189,213.848209985,199.98294402,347.005741225,386.198006225,201.997838985,30
"78720","SMN","78720","Tegucigalpa","HONDURAS",-87.219444,14.058611,1000,8.9955252233,3.5564,6.6696,21.05178620795,92.1158947335,109.5459998905,61.43672161085,73.82340659,88.0166745095,94.8333055,24.6869568225,2.0307,30
"78724","SMN","78724","Choluteca","HONDURAS",-87.158889,13.408056,39,3.7871,1.7715,2.48789458805,35.52334181255,184.819605475,196.656013293,89.15959446,141.3493445045,253.999473345,209.986308125,22.388380301,4.74506006025,30
"800010","GHCN","800010","SanAndresIslaS","HONDURAS",-81.717,12.583,6,64.3968929405,28.557290421,17.6283986975,20.479455417,105.144913615,138.43416013,128.212897236,129.073428847,156.212569405,230.661006215,187.397870995,99.452595923,30
"CHIRPS1","CHIRPS","CHIRPS1","CHIRPS1","HND",-86.213,12.887,577,2.05,2.4,8.45,20.15,155.95,191.1,94.9,120,249.9,230.85,49.9,7.55,30
"CHIRPS2","CHIRPS","CHIRPS2","CHIRPS2","HND",-88.196,13.237,380,0,0,3.05,21.5,223.9,264.4,184.7,256.45,374.55,299.3,54.95,1.55,30
"CHIRPS3","CHIRPS","CHIRPS3","CHIRPS3","HND",-89.288,13.679,943,2.15,2.9,7.9,41.7,199.1,328.35,345.5,350.1,392.7,241.15,46.05,4.4,30
"CHIRPS4","CHIRPS","CHIRPS4","CHIRPS4","HND",-85.788,15.937,5,119.25,105.55,91.4,36.85,84.95,128.3,130,123.15,113.2,260.35,374.65,265.3,30
"CHIRPS5","CHIRPS","CHIRPS5","CHIRPS5","HND",-86.779,12.821,26,1.1,1,3.2,28.55,242.35,243.8,178.2,251.25,338,377.45,73.2,4.95,30
"CHIRPS6","CHIRPS","CHIRPS6","CHIRPS6","HND",-88.179,13.554,133,1.8,1.8,7.5,37.1,270.75,265.25,204.5,270.85,365.7,269.9,40.35,3.45,30
"CHIRPS7","CHIRPS","CHIRPS7","CHIRPS7","HND",-89.288,15.654,851,83,54.35,54.6,51.35,157.95,338.6,527.5,382.15,346.5,200.6,153.65,88.1,30
"CHIRPS8","CHIRPS","CHIRPS8","CHIRPS8","HND",-86.021,12.854,701,8.05,11.9,18.8,38.65,174.4,137.55,137.05,137.3,149.35,306.15,37,4.2,30
"CHIRPS9","CHIRPS","CHIRPS9","CHIRPS9","HND",-89.038,16.487,856,105.85,46.45,55.15,64.55,148.95,249.7,434.65,354.65,321.4,307.85,236.5,112.25,30
"CHIRPS10","CHIRPS","CHIRPS10","CHIRPS10","HND",-89.379,15.104,211,30.35,29.5,34.5,48,157.6,292.55,252.25,223.05,311.5,191.05,79.35,40.25,30
"CHIRPS11","CHIRPS","CHIRPS11","CHIRPS11","HND",-88.263,13.812,803,6.6,6.6,11.15,51.5,290.4,288.35,273.35,327.75,387.95,263.25,51.3,9.25,30
"CHIRPS12","CHIRPS","CHIRPS12","CHIRPS12","HND",-89.413,14.262,650,4.8,3.8,21.95,60.75,171.3,273.25,219.3,230.95,292.35,135.05,29.3,4.45,30
"CHIRPS13","CHIRPS","CHIRPS13","CHIRPS13","HND",-86.188,12.737,616,3.85,4.1,5.65,18.05,156.75,173.7,93.05,108.2,231.15,244.5,43.25,7.75,30
"CHIRPS14","CHIRPS","CHIRPS14","CHIRPS14","HND",-89.313,13.987,340,4.5,3.2,9.35,53.55,201.7,278,307.05,342.15,332.3,176.9,39.5,8.45,30
"CHIRPS15","CHIRPS","CHIRPS15","CHIRPS15","HND",-89.063,13.437,23,1.3,1,4.9,20.85,177.8,271.75,254.15,320.45,325.95,246.9,55.95,2.35,30
"CHIRPS16","CHIRPS","CHIRPS16","CHIRPS16","HND",-89.213,15.996,111,114.05,63.1,59.65,59.9,171.2,450,714.4,525.35,460.95,348.65,244.15,132.45,30
"CHIRPS17","CHIRPS","CHIRPS17","CHIRPS17","HND",-89.404,13.704,556,5.65,1,9.65,52.8,207.8,311.9,339,315.95,345.85,187.95,42.8,5.4,30
"CHIRPS18","CHIRPS","CHIRPS18","CHIRPS18","HND",-89.146,13.946,347,4.6,2.15,6.7,49.05,244,299.75,329.95,351.9,402.85,204.1,49.1,4.9,30
"CHIRPS19","CHIRPS","CHIRPS19","CHIRPS19","HND",-86.013,12.954,753,15.3,12.05,18.75,32.35,169.55,175.95,139.5,145.85,204.65,268.4,54.7,18.45,30
