"ID","SOURCE","OLD_ID","NAME","COUNTRY","LONG","LAT","ALT","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","NYEARS"
"CHIRPS20","CHIRPS","CHIRPS20","CHIRPS20","HND",-85.904,15.921,154,159.95,149.5,120.15,48.2,98.2,102.25,107.8,103.9,128.6,361,466.35,304.8,30
"CHIRPS21","CHIRPS","CHIRPS21","CHIRPS21","HND",-89.288,16.354,668,114.45,39.55,73.45,70.75,137.4,228.65,330.25,315.7,304.4,271.1,216.75,120.9,30
"CHIRPS22","CHIRPS","CHIRPS22","CHIRPS22","HND",-86.363,13.537,650,6.25,3.6,11.8,22.15,112.85,148.65,102.05,91.9,160.85,168.95,40.15,16.6,30
"CHIRPS23","CHIRPS","CHIRPS23","CHIRPS23","HND",-89.038,14.312,1280,5.15,7.2,17.45,60.6,217,338.65,277.5,282.25,373.65,192.05,49.4,9.3,30
"CHIRPS24","CHIRPS","CHIRPS24","CHIRPS24","HND",-88.096,13.854,391,3.3,4.9,12.4,56.3,285.05,279.05,262.05,304.05,376,261.15,51.1,6.75,30
"CHIRPS25","CHIRPS","CHIRPS25","CHIRPS25","HND",-87.063,12.662,232,0.05,1,6.05,27.05,277.65,219.3,142.35,221.55,367.65,347.35,64.5,4.1,30
"CHIRPS26","CHIRPS","CHIRPS26","CHIRPS26","HND",-85.754,14.421,405,62.95,35.85,24.95,32.1,124.4,171.95,226.25,201.95,165.35,193.85,99.3,66.95,30
"CHIRPS27","CHIRPS","CHIRPS27","CHIRPS27","HND",-89.121,16.362,716,109.1,45.35,56.3,65,147.3,253.6,471.55,381.95,331.3,322.35,227.4,115.4,30
"CHIRPS28","CHIRPS","CHIRPS28","CHIRPS28","HND",-89.363,14.204,513,3.95,3.9,17.45,68.85,179.15,290,245.7,256.75,309,156.75,38.25,5.9,30
"CHIRPS29","CHIRPS","CHIRPS29","CHIRPS29","HND",-85.921,13.404,387,38.25,19.95,18.5,24.5,127.95,202.2,184.6,176.1,184.5,196.85,85.9,40.55,30
"CHIRPS30","CHIRPS","CHIRPS30","CHIRPS30","HND",-85.829,14.004,623,64.5,26.65,24.2,25.2,127.45,170.3,194.95,176.4,177.85,185.35,97.85,60.2,30
"CHIRPS31","CHIRPS","CHIRPS31","CHIRPS31","HND",-89.113,15.062,937,50.2,35.4,37.25,47.5,163.25,304.4,258.6,230.05,308.45,192.05,92,46.75,30
"CHIRPS32","CHIRPS","CHIRPS32","CHIRPS32","HND",-88.646,15.346,706,73.75,44.45,39.7,43.2,145,275.35,200.45,229.3,220.2,179.45,164.8,73.65,30
"CHIRPS33","CHIRPS","CHIRPS33","CHIRPS33","HND",-88.496,16.371,20,164.15,86.9,66.65,52.95,116.6,218.6,270.55,328.65,326.45,316.65,268.2,204,30
